ID	POEM_NUMBER	POEM_TITLE	STANZA	LINE_NUMBER	LINE_IN_SOURCE	LINE	RHYMEWORD	RHYME	RECONSTRUCTION	COMMENT	PROBLEMS
5869	254	板	254.7	2	無獨斯c[iuəi]畏。（微部）	無獨斯畏	畏	c	iuəi	微部	
5870	254	板	254.8	1	敬天之a[na]怒	敬天之怒	怒	a	na		
5871	254	板	254.8	2	無敢戲a[jia]豫。（鱼部）	無敢戲豫	豫	a	jia	鱼部	
5872	254	板	254.8	1	敬天之b[jio]渝	敬天之渝	渝	b	jio		
5873	254	板	254.8	2	無敢馳b[khio]驅。（侯部）	無敢馳驅	驅	b	khio	侯部	
5874	254	板	254.8	1	昊天曰c[myang]明	昊天曰明	明	c	myang		
5875	254	板	254.8	2	及爾出c[hiuang]王。（阳部）	及爾出王	王	c	hiuang	阳部	
5876	254	板	254.8	1	昊天曰d[tan]旦	昊天曰旦	旦	d	tan		
5877	254	板	254.8	2	及爾游d[jian]衍。（元部）	及爾游衍	衍	d	jian	元部	
5878	254	板	254.10	1	蕩之什	蕩之什					
5879	255	蕩	255.1	1	蕩蕩上a[tyek]帝	蕩蕩上帝	帝	a	tyek		
5880	255	蕩	255.1	2	下民之a[piek]辟。	下民之辟	辟	a	piek		
5881	255	蕩	255.1	1	疾威上a[tyek]帝	疾威上帝	帝	a	tyek		
5882	255	蕩	255.1	2	其命多a[piek]辟。（锡部）	其命多辟	辟	a	piek	锡部	
5883	255	蕩	255.1	1	天生烝民	天生烝民					
5884	255	蕩	255.1	2	其命匪b[zjiəm]諶。	其命匪諶	諶	b	zjiəm		
5885	255	蕩	255.1	1	靡不有初	靡不有初					
5886	255	蕩	255.1	2	鮮克有b[tjiuəm]終。（侵部）	鮮克有終	終	b	tjiuəm	侵部	
5887	255	蕩	255.2	1	文王曰咨	文王曰咨					
5888	255	蕩	255.2	2	咨女殷A[sjiang]商。	咨女殷商	商	A	sjiang		
5889	255	蕩	255.2	1	曾是彊禦	曾是彊禦					
5890	255	蕩	255.2	2	曾是掊b[khək]克。	曾是掊克	克	b	khək		
5891	255	蕩	255.2	1	曾是在位	曾是在位					
5892	255	蕩	255.2	2	曾是在b[biuək]服。	曾是在服	服	b	biuək		
5893	255	蕩	255.2	1	天降慆b[tək]德	天降慆德	德	b	tək		
5894	255	蕩	255.2	2	女興是b[liək]力 。（职部）	女興是力	力	b	liək	职部	
5895	255	蕩	255.3	1	文王曰咨	文王曰咨					
5896	255	蕩	255.3	2	咨女殷A[sjiang]商。	咨女殷商	商	A	sjiang		
5897	255	蕩	255.3	1	而秉義b[liuət]類 	而秉義類	類	b	liuət		
5898	255	蕩	255.3	2	彊禦多b[diuət]懟。	彊禦多懟	懟	b	diuət		
5899	255	蕩	255.3	1	流言以b[tuət]對	流言以對	對	b	tuət		
5900	255	蕩	255.3	2	寇攘式b[nuət]內。（物部）	寇攘式內	內	b	nuət	物部	
5901	255	蕩	255.3	1	侯作侯c[tjiuk]祝	侯作侯祝	祝	c	tjiuk		
5902	255	蕩	255.3	2	靡屆靡c[kiu]究 。（觉幽通韵）	靡屆靡究	究	c	kiu	觉幽通韵	
5903	255	蕩	255.4	1	文王曰咨	文王曰咨					
5904	255	蕩	255.4	2	咨女殷A[sjiang]商。	咨女殷商	商	A	sjiang		
5905	255	蕩	255.4	1	女炰烋于中b[kuək]國	女炰烋于中國	國	b	kuək		
5906	255	蕩	255.4	2	歛怨以為b[tək]德。	歛怨以為德	德	b	tək		
5907	255	蕩	255.4	1	不明爾b[tək]德	不明爾德	德	b	tək		
5908	255	蕩	255.4	2	時無背無b[tzhiək]側 。（职部）	時無背無側	側	b	tzhiək	职部	
5909	255	蕩	255.4	1	爾德不c[myang]明	爾德不明	明	c	myang		
5910	255	蕩	255.4	2	以無陪無c[khyang]卿。（阳部）	以無陪無卿	卿	c	khyang	阳部	
5911	255	蕩	255.5	1	文王曰咨	文王曰咨					
5912	255	蕩	255.5	2	咨女殷A[sjiang]商。	咨女殷商	商	A	sjiang		
5913	255	蕩	255.5	1	天不湎爾以酒	天不湎爾以酒					
5914	255	蕩	255.5	2	不義從b[sjiək]式。	不義從式	式	b	sjiək		
5915	255	蕩	255.5	1	既愆爾b[tjiə]止	既愆爾止	止	b	tjiə		
5916	255	蕩	255.5	2	靡明靡b[xuə]晦。（职之通韵）	靡明靡晦	晦	b	xuə	职之通韵	
5917	255	蕩	255.5	1	式號式c[xa]呼	式號式呼	呼	c	xa		
5918	255	蕩	255.5	2	俾晝作c[jyak]夜 。（鱼铎通韵）	俾晝作夜	夜	c	jyak	鱼铎通韵	
5919	255	蕩	255.6	1	文王曰咨	文王曰咨					
5920	255	蕩	255.6	2	咨女殷A[sjiang]商。	咨女殷商	商	A	sjiang		
5921	255	蕩	255.6	1	如蜩如b[dang]螗	如蜩如螗	螗	b	dang		
5922	255	蕩	255.6	2	如沸如b[keang]羹。	如沸如羹	羹	b	keang		
5923	255	蕩	255.6	1	小大近b[sang]喪	小大近喪	喪	b	sang		
5924	255	蕩	255.6	2	人尚乎由b[heang]行。	人尚乎由行	行	b	heang		
5925	255	蕩	255.6	1	內奰于中國	內奰于中國					
5926	255	蕩	255.6	2	覃及鬼b[piuang]方 。（阳部）	覃及鬼方	方	b	piuang	阳部	
5927	255	蕩	255.7	1	文王曰咨	文王曰咨					
5928	255	蕩	255.7	2	咨女殷A[sjiang]商。	咨女殷商	商	A	sjiang		
5929	255	蕩	255.7	1	匪上帝不b[zjiə]時	匪上帝不時	時	b	zjiə		
5930	255	蕩	255.7	2	殷不用b[giuə]舊。（之部）	殷不用舊	舊	b	giuə	之部	
5931	255	蕩	255.7	1	雖無老成人	雖無老成人					
5932	255	蕩	255.7	2	尚有典c[hyeng]刑。	尚有典刑	刑	c	hyeng		
5933	255	蕩	255.7	1	曾是莫c[thyeng]聽	曾是莫聽	聽	c	thyeng		
5934	255	蕩	255.7	2	大命以c[khiueng]傾 。（耕部）	大命以傾	傾	c	khiueng	耕部	
5935	255	蕩	255.8	1	文王曰咨	文王曰咨					
5936	255	蕩	255.8	2	咨女殷A[sjiang]商。	咨女殷商	商	A	sjiang		
5937	255	蕩	255.8	1	人亦有言	人亦有言					
5938	255	蕩	255.8	2	顛沛之b[kiat]揭。	顛沛之揭	揭	b	kiat		
5939	255	蕩	255.8	1	枝葉未有b[hat]害	枝葉未有害	害	b	hat		
5940	255	蕩	255.8	2	本實先b[puat]撥。	本實先撥	撥	b	puat		
5941	255	蕩	255.8	1	殷鑒不遠	殷鑒不遠					
5942	255	蕩	255.8	2	在夏后之b[sjiat]世 。（月部）	在夏后之世	世	b	sjiat	月部	
5943	256	抑	256.1	1	抑抑威儀	抑抑威儀					
5944	256	抑	256.1	2	維德之a[ngio]隅。	維德之隅	隅	a	ngio		
5945	256	抑	256.1	1	人亦有言	人亦有言					
5946	256	抑	256.1	2	靡哲不a[ngio]愚。（侯部）	靡哲不愚	愚	a	ngio	侯部	
5947	256	抑	256.1	1	庶人之愚	庶人之愚					
5948	256	抑	256.1	2	亦職維b[dziet]疾。	亦職維疾	疾	b	dziet		
5949	256	抑	256.1	1	哲人之愚	哲人之愚					
5950	256	抑	256.1	2	亦維斯b[lyet]戾。（质部）	亦維斯戾	戾	b	lyet	质部	
5951	256	抑	256.2	1	無競維人	無競維人					
5952	256	抑	256.2	2	四方其a[xiuən]訓之。	四方其訓之	訓	a	xiuən		
5953	256	抑	256.2	1	有覺德行	有覺德行					
5954	256	抑	256.2	2	四國a[djiuən]順之。（文部）	四國順之	順	a	djiuən	文部	
5955	256	抑	256.2	1	訏謨定命	訏謨定命					
5956	256	抑	256.2	2	遠猶辰b[kuk]告。	遠猶辰告	告	b	kuk		
5957	256	抑	256.2	1	敬慎威儀	敬慎威儀					
5958	256	抑	256.2	2	維民之b[tzək]則。（觉职合韵）	維民之則	則	b	tzək	觉职合韵	
5959	256	抑	256.3	1	其在于今	其在于今					
5960	256	抑	256.3	2	興迷亂于a[tjieng]政。	興迷亂于政	政	a	tjieng		
5961	256	抑	256.3	1	顛覆厥德	顛覆厥德					
5962	256	抑	256.3	2	荒湛于b[tziu]酒。	荒湛于酒	酒	b	tziu		
5963	256	抑	256.3	1	女雖湛樂從	女雖湛樂從					
5964	256	抑	256.3	2	弗念厥b[zjiô]紹。（幽宵合韵）	弗念厥紹	紹	b	zjiô	幽宵合韵	
5965	256	抑	256.3	1	罔敷求先王	罔敷求先王					
5966	256	抑	256.3	2	克共明a[hyeng]刑 。（耕部）	克共明刑	刑	a	hyeng	耕部	
5967	256	抑	256.4	1	肆皇天弗a[zjiang]尚	肆皇天弗尚	尚	a	zjiang		
5968	256	抑	256.4	2	如彼泉流	如彼泉流					
5969	256	抑	256.4	3	無淪胥以a[miuang]亡。（阳部）	無淪胥以亡	亡	a	miuang	阳部	
5970	256	抑	256.4	1	夙興夜b[muət]寐	夙興夜寐	寐	b	muət		
5971	256	抑	256.4	2	洒掃廷b[nuət]內	洒掃廷內	內	b	nuət		
5972	256	抑	256.4	3	（物部）					物部	
5973	256	抑	256.4	1	維民之c[tjiang]章。	維民之章	章	c	tjiang		
5974	256	抑	256.4	1	脩爾車馬	脩爾車馬					
5975	256	抑	256.4	2	弓矢戎c[pyang]兵。	弓矢戎兵	兵	c	pyang		
5976	256	抑	256.4	1	用戒戎作	用戒戎作					
5977	256	抑	256.4	2	用逖蠻c[piuang]方 。（阳部）	用逖蠻方	方	c	piuang	阳部	
5978	256	抑	256.5	1	質爾人民	質爾人民					
5979	256	抑	256.5	2	謹爾侯a[dak]度	謹爾侯度	度	a	dak		
5980	256	抑	256.5	3	用戒不a[ngiua]虞。（铎鱼通韵）	用戒不虞	虞	a	ngiua	铎鱼通韵	
5981	256	抑	256.5	1	慎爾出話	慎爾出話					
5982	256	抑	256.5	2	敬爾威b[ngiai]儀	敬爾威儀	儀	b	ngiai		
5983	256	抑	256.5	3	無不柔b[keai]嘉。	無不柔嘉	嘉	b	keai		
5984	256	抑	256.5	1	白圭之玷	白圭之玷					
5985	256	抑	256.5	2	尚可b[mai]磨也。	尚可磨也	磨	b	mai		
5986	256	抑	256.5	1	斯言之玷	斯言之玷					
5987	256	抑	256.5	2	不可b[hiuai]為也 。（歌部）	不可為也	為	b	hiuai	歌部	
5988	256	抑	256.6	1	無易由言	無易由言					
5989	256	抑	256.6	2	無日苟矣	無日苟矣					
5990	256	抑	256.6	3	莫捫朕a[djiat]舌。	莫捫朕舌	舌	a	djiat		
5991	256	抑	256.6	1	言不可a[zjiat]逝矣。（月部）	言不可逝矣	逝	a	zjiat	月部	
5992	256	抑	256.6	1	無言不b[zjiu]讎	無言不讎	讎	b	zjiu		
5993	256	抑	256.6	2	無德不b[pu]報。（幽部）	無德不報	報	b	pu	幽部	
5994	256	抑	256.6	1	惠于朋c[hiuə]友	惠于朋友	友	c	hiuə		
5995	256	抑	256.6	2	庶民小c[tziə]子。（之部）	庶民小子	子	c	tziə	之部	
5996	256	抑	256.6	1	子孫繩d[djiəng]繩	子孫繩繩	繩	d	djiəng		
5997	256	抑	256.6	2	萬民靡不d[zjiəng]承。（蒸部）	萬民靡不承	承	d	zjiəng	蒸部	
5998	256	抑	256.7	1	視爾友君子	視爾友君子					
5999	256	抑	256.7	2	輯柔爾a[ngean]顏	輯柔爾顏	顏	a	ngean		
6000	256	抑	256.7	3	不遐有a[khian]愆。（元部）	不遐有愆	愆	a	khian	元部	
6001	256	抑	256.7	1	相在爾室	相在爾室					
6002	256	抑	256.7	2	尚不媿于屋b[lo]漏。	尚不媿于屋漏	漏	b	lo		
6003	256	抑	256.7	1	無曰不顯	無曰不顯					
6004	256	抑	256.7	2	莫予云b[ko]覯。（侯部）	莫予云覯	覯	b	ko	侯部	
6005	256	抑	256.7	1	神之c[keak]格思	神之格思	格	c	keak		
6006	256	抑	256.7	2	不可c[dak]度思	不可度思	度	c	dak		
6007	256	抑	256.7	3	矧可c[jyak]射思。（铎部）	矧可射思	射	c	jyak	铎部	
6008	256	抑	256.8	1	辟爾為德	辟爾為德					
6009	256	抑	256.8	2	俾藏俾a[keai]嘉。	俾藏俾嘉	嘉	a	keai		
6010	256	抑	256.8	1	淑慎爾止	淑慎爾止					
6011	256	抑	256.8	2	不愆于a[ngiai]儀。（歌部）	不愆于儀	儀	a	ngiai	歌部	
6012	256	抑	256.8	1	不僭不b[dzək]賊	不僭不賊	賊	b	dzək		
6013	256	抑	256.8	2	鮮不為b[tzək]則。（职部）	鮮不為則	則	b	tzək	职部	
6014	256	抑	256.8	1	投我以桃	投我以桃					
6015	256	抑	256.8	2	報之以c[liə]李。	報之以李	李	c	liə		
6016	256	抑	256.8	1	彼童而角	彼童而角					
6017	256	抑	256.8	2	實虹小c[tziə]子。（之部）	實虹小子	子	c	tziə	之部	
6018	256	抑	256.9	1	荏染柔木	荏染柔木					
6019	256	抑	256.9	2	言緡之a[siə]絲。	言緡之絲	絲	a	siə		
6020	256	抑	256.9	1	溫溫恭人	溫溫恭人					
6021	256	抑	256.9	2	維德之a[kiə]基。（之部）	維德之基	基	a	kiə	之部	
6022	256	抑	256.9	1	其維哲人	其維哲人					
6023	256	抑	256.9	2	告之話b[ngian]言	告之話言	言	b	ngian		
6024	256	抑	256.9	3	順德之b[heang]行。（元阳合韵）	順德之行	行	b	heang	元阳合韵	
6025	256	抑	256.9	1	其維愚人	其維愚人					
6026	256	抑	256.9	2	覆謂我c[tzyəm]僭	覆謂我僭	僭	c	tzyəm		
6027	256	抑	256.9	3	民各有c[siəm]心。（侵部）	民各有心	心	c	siəm	侵部	
6028	256	抑	256.10	1	於乎小a[tziə]子	於乎小子	子	a	tziə		
6029	256	抑	256.10	2	未知藏a[piə]否。	未知藏否	否	a	piə		
6030	256	抑	256.10	1	匪手攜之	匪手攜之					
6031	256	抑	256.10	2	言示之a[dzhiə]事。	言示之事	事	a	dzhiə		
6032	256	抑	256.10	1	匪面命之	匪面命之					
6033	256	抑	256.10	2	言提其a[njiə]耳。	言提其耳	耳	a	njiə		
6034	256	抑	256.10	1	借日未知	借日未知					
6035	256	抑	256.10	2	亦既抱a[tziə]子。（之部）	亦既抱子	子	a	tziə	之部	
6036	256	抑	256.10	1	民之靡b[jieng]盈	民之靡盈	盈	b	jieng		
6037	256	抑	256.10	2	誰夙知而莫b[zjieng]成。（耕部）	誰夙知而莫成	成	b	zjieng	耕部	
6038	256	抑	256.11	1	昊天孔a[tjiô]昭	昊天孔昭	昭	a	tjiô		
6039	256	抑	256.11	2	我生靡a[lôk]樂。	我生靡樂	樂	a	lôk		
6040	256	抑	256.11	1	視爾夢夢	視爾夢夢					
6041	256	抑	256.11	2	我心懆a[tsô] 懆。23	我心懆懆	懆	a	tsô		
6042	256	抑	256.11	1	誨爾諄諄	誨爾諄諄					
6043	256	抑	256.11	2	聽我藐a[meôk]藐。	聽我藐藐	藐	a	meôk		
6044	256	抑	256.11	1	匪用為a[keô]教	匪用為教	教	a	keô		
6045	256	抑	256.11	2	覆用為a[ngiôk]虐。	覆用為虐	虐	a	ngiôk		
6046	256	抑	256.11	1	借日未知	借日未知					
6047	256	抑	256.11	2	亦聿既a[mô]耄。（宵药合韵）	亦聿既耄	耄	a	mô	宵药合韵	
6048	256	抑	256.12	1	於乎小a[tziə]子	於乎小子	子	a	tziə		
6049	256	抑	256.12	2	告爾舊a[tjiə]止。	告爾舊止	止	a	tjiə		
6050	256	抑	256.12	1	聽用我謀	聽用我謀					
6051	256	抑	256.12	2	庶無大a[xuə]悔。（之部）	庶無大悔	悔	a	xuə	之部	
6052	256	抑	256.12	1	天方艱b[nan]難	天方艱難	難	b	nan		
6053	256	抑	256.12	2	日喪厥c[kuək]國。（b= 元部）	日喪厥國	國	c	kuək	b=元部	
6054	256	抑	256.12	1	取譬不b[hiuan]遠	取譬不遠	遠	b	hiuan		
6055	256	抑	256.12	2	昊天不c[thək]忒。	昊天不忒	忒	c	thək		
6056	256	抑	256.12	1	回遹其c[tək]德	回遹其德	德	c	tək		
6057	256	抑	256.12	2	俾民大c[kiək]棘。（职部）	俾民大棘	棘	c	kiək	职部	
6058	257	桑柔	257.1	1	菀彼桑a[njiu]柔	菀彼桑柔	柔	a	njiu		
6059	257	桑柔	257.1	2	其下侯b[ziuen]旬。	其下侯旬	旬	b	ziuen		
6060	257	桑柔	257.1	1	捋采其a[liu]劉	捋采其劉	劉	a	liu		
6061	257	桑柔	257.1	2	瘼此下b[mien]民。	瘼此下民	民	b	mien		
6062	257	桑柔	257.1	1	不殄心a[iu]憂	不殄心憂	憂	a	iu		
6063	257	桑柔	257.1	2	倉兄b[dyen]填兮。（a= 幽部）	倉兄填兮	填	b	dyen	a=幽部	
6064	257	桑柔	257.1	1	倬彼昊b[thyen]天	倬彼昊天	天	b	thyen		
6065	257	桑柔	257.1	2	寧不我b[kien]矜。（真部）	寧不我矜	矜	b	kien	真部	
6066	257	桑柔	257.2	1	四牡騤a[giuei]騤	四牡騤騤	騤	a	giuei		
6067	257	桑柔	257.2	2	旟旐有b[phyen]翩。	旟旐有翩	翩	b	phyen		
6068	257	桑柔	257.2	1	亂生不a[jiei]夷	亂生不夷	夷	a	jiei		
6069	257	桑柔	257.2	2	靡國不b[mien]泯。	靡國不泯	泯	b	mien		
6070	257	桑柔	257.2	1	民靡有a[lyei]黎	民靡有黎	黎	a	lyei		
6071	257	桑柔	257.2	2	具禍以b[zien]燼。（a= 脂微合韵）	具禍以燼	燼	b	zien	a=脂微合韵	
6072	257	桑柔	257.2	1	於乎有a[əi]哀	於乎有哀	哀	a	əi		
6073	257	桑柔	257.2	2	國步斯b[bien]頻。（b= 真部）	國步斯頻	頻	b	bien	b=真部	
6074	257	桑柔	257.3	1	國步蔑資	國步蔑資					
6075	257	桑柔	257.3	2	天不我a[tziang]將。	天不我將	將	a	tziang		
6076	257	桑柔	257.3	1	靡所止疑	靡所止疑					
6077	257	桑柔	257.3	2	云徂何a[hiuang]往。	云徂何往	往	a	hiuang		
6078	257	桑柔	257.3	1	君子實b[jiuəi]維	君子實維	維	b	jiuəi		
6079	257	桑柔	257.3	2	秉心無a[gyang]競。（a= 阳部）	秉心無競	競	a	gyang	a=阳部	
6080	257	桑柔	257.3	1	誰生厲b[kei]階	誰生厲階	階	b	kei		
6081	257	桑柔	257.3	2	至今為a[keang]梗。（b= 脂微合韵）	至今為梗	梗	a	keang	b=脂微合韵	
6082	257	桑柔	257.4	1	憂心慇a[iən]慇	憂心慇慇	慇	a	iən		
6083	257	桑柔	257.4	2	念我土b[hiua]宇。	念我土宇	宇	b	hiua		
6084	257	桑柔	257.4	1	我生不a[zjiən]辰	我生不辰	辰	a	zjiən		
6085	257	桑柔	257.4	2	逢天僤b[na]怒。	逢天僤怒	怒	b	na		
6086	257	桑柔	257.4	1	自東徂a[syən]西	自東徂西	西	a	syən		
6087	257	桑柔	257.4	2	靡所定b[thjia]處。24（a= 文部）	靡所定處	處	b	thjia	a=文部	
6088	257	桑柔	257.4	1	多我覯a[miən]痻	多我覯痻	痻	a	miən		
6089	257	桑柔	257.4	2	孔棘我b[ngia]圉。（b= 鱼部）	孔棘我圉	圉	b	ngia	b=鱼部	
6090	257	桑柔	257.5	1	為謀為a[piet]毖	為謀為毖	毖	a	piet		
6091	257	桑柔	257.5	2	亂況斯b[siôk]削。	亂況斯削	削	b	siôk		
6092	257	桑柔	257.5	1	告爾憂a[siuet]恤	告爾憂恤	恤	a	siuet		
6093	257	桑柔	257.5	2	誨爾序b[tsiôk]爵。	誨爾序爵	爵	b	tsiôk		
6094	257	桑柔	257.5	1	誰能執a[njiat]熱	誰能執熱	熱	a	njiat		
6095	257	桑柔	257.5	2	逝不以b[deôk]濯。（a= 质月合韵）	逝不以濯	濯	b	deôk	a=质月合韵	
6096	257	桑柔	257.5	1	其何能淑	其何能淑					
6097	257	桑柔	257.5	2	載胥及b[nyôk]溺。（药部）	載胥及溺	溺	b	nyôk	药部	
6098	257	桑柔	257.6	1	如彼溯a[piuəm]風	如彼溯風	風	a	piuəm		
6099	257	桑柔	257.6	2	亦孔之b[ət]僾。（a= 侵部）	亦孔之僾	僾	b	ət	a=侵部	
6100	257	桑柔	257.6	1	民有肅a[siəm]心	民有肅心	心	a	siəm		
6101	257	桑柔	257.6	2	荓云不b[dyet]逮。（b= 物质合韵）	荓云不逮	逮	b	dyet	b=物质合韵	
6102	257	桑柔	257.6	1	好是稼c[shiək]穡	好是稼穡	穡	c	shiək		
6103	257	桑柔	257.6	2	力民代c[djiək]食。（职部）	力民代食	食	c	djiək	职部	
6104	257	桑柔	257.6	1	稼穡維d[pu]寶	稼穡維寶	寶	d	pu		
6105	257	桑柔	257.6	2	代食維d[xu]好。（幽部）	代食維好	好	d	xu	幽部	
6106	257	桑柔	257.7	1	天降喪亂	天降喪亂					
6107	257	桑柔	257.7	2	滅我立a[hiuang]王。	滅我立王	王	a	hiuang		
6108	257	桑柔	257.7	1	降此蟊b[dzək]賊	降此蟊賊	賊	b	dzək		
6109	257	桑柔	257.7	2	稼穡卒a[jiang]痒。	稼穡卒痒	痒	a	jiang		
6110	257	桑柔	257.7	1	哀恫中b[kuək]國	哀恫中國	國	b	kuək		
6111	257	桑柔	257.7	2	具贅卒a[xuang]荒。（a= 阳部）	具贅卒荒	荒	a	xuang	a=阳部	
6112	257	桑柔	257.7	1	靡有旅b[liək]力	靡有旅力	力	b	liək		
6113	257	桑柔	257.7	2	以念穹a[tsang]蒼。（b= 职部）	以念穹蒼	蒼	a	tsang	b=职部	
6114	257	桑柔	257.8	1	維此惠君	維此惠君					
6115	257	桑柔	257.8	2	民人所a[tjiam]瞻。	民人所瞻	瞻	a	tjiam		
6116	257	桑柔	257.8	1	秉心宣猶	秉心宣猶					
6117	257	桑柔	257.8	2	考慎其a[siang]相。	考慎其相	相	a	siang		
6118	257	桑柔	257.8	1	維彼不順	維彼不順					
6119	257	桑柔	257.8	2	自獨俾a[tzang]臧。	自獨俾臧	臧	a	tzang		
6120	257	桑柔	257.8	1	自有肺a[diang]腸	自有肺腸	腸	a	diang		
6121	257	桑柔	257.8	2	俾民卒a[giuang]狂。（谈阳合韵）	俾民卒狂	狂	a	giuang	谈阳合韵	
6122	257	桑柔	257.9	1	瞻彼中a[liəm]林	瞻彼中林	林	a	liəm		
6123	257	桑柔	257.9	2	甡甡其b[lok]鹿。	甡甡其鹿	鹿	b	lok		
6124	257	桑柔	257.9	1	朋友已a[tzyəm]譖	朋友已譖	譖	a	tzyəm		
6125	257	桑柔	257.9	2	不胥以b[kok]穀。（a= 侵部）	不胥以穀	穀	b	kok	a=侵部	
6126	257	桑柔	257.9	1	人亦有言	人亦有言					
6127	257	桑柔	257.9	2	進退維b[kok]谷。（屋部）	進退維谷	谷	b	kok	屋部	
6128	257	桑柔	257.10	1	維此聖人	維此聖人					
6129	257	桑柔	257.10	2	瞻言百a[liə]里。	瞻言百里	里	a	liə		
6130	257	桑柔	257.10	1	維彼愚人	維彼愚人					
6131	257	桑柔	257.10	2	覆狂以a[xiə]喜。	覆狂以喜	喜	a	xiə		
6132	257	桑柔	257.10	1	匪言不能	匪言不能					
6133	257	桑柔	257.10	2	胡斯畏a[giə]忌。（之部）	胡斯畏忌	忌	a	giə	之部	
6134	257	桑柔	257.11	1	維此良人	維此良人					
6135	257	桑柔	257.11	2	弗求弗a[dyuk]迪。	弗求弗迪	迪	a	dyuk		
6136	257	桑柔	257.11	1	維彼忍心	維彼忍心					
6137	257	桑柔	257.11	2	是顧是a[biuk]復。	是顧是復	復	a	biuk		
6138	257	桑柔	257.11	1	民之貪亂	民之貪亂					
6139	257	桑柔	257.11	2	寧為荼a[duk]毒。（觉部）	寧為荼毒	毒	a	duk	觉部	
6140	257	桑柔	257.12	1	大風有隧	大風有隧					
6141	257	桑柔	257.12	2	有空大a[kok]谷。	有空大谷	谷	a	kok		
6142	257	桑柔	257.12	1	維此良人	維此良人					
6143	257	桑柔	257.12	2	作為式a[kok]穀。	作為式穀	穀	a	kok		
6144	257	桑柔	257.12	1	維彼不順	維彼不順					
6145	257	桑柔	257.12	2	征以中a[ko]垢。（屋侯通韵）	征以中垢	垢	a	ko	屋侯通韵	
6146	257	桑柔	257.13	1	大風有a[ziuət]隧	大風有隧	隧	a	ziuət		
6147	257	桑柔	257.13	2	貪人敗a[liuət]類。	貪人敗類	類	a	liuət		
6148	257	桑柔	257.13	1	聽言則a[tuət]對	聽言則對	對	a	tuət		
6149	257	桑柔	257.13	2	誦言如a[tziuət]醉。	誦言如醉	醉	a	tziuət		
6150	257	桑柔	257.13	1	匪用其良	匪用其良					
6151	257	桑柔	257.13	2	覆俾我a[buət]悖。（物部）	覆俾我悖	悖	a	buət	物部	
6152	257	桑柔	257.14	1	嗟爾朋友	嗟爾朋友					
6153	257	桑柔	257.14	2	予豈不知而a[tzak]作。	予豈不知而作	作	a	tzak		
6154	257	桑柔	257.14	1	如彼飛蟲	如彼飛蟲					
6155	257	桑柔	257.14	2	時亦弋a[hoak]獲。	時亦弋獲	獲	a	hoak		
6156	257	桑柔	257.14	1	既之陰女	既之陰女					
6157	257	桑柔	257.14	2	反予來a[xeak]赫。（铎部）	反予來赫	赫	a	xeak	铎部	
6158	257	桑柔	257.15	1	民之罔a[giək]極	民之罔極	極	a	giək		
6159	257	桑柔	257.15	2	職涼善a[puək]背。	職涼善背	背	a	puək		
6160	257	桑柔	257.15	1	為民不利	為民不利					
6161	257	桑柔	257.15	2	如云不a[khək]克。	如云不克	克	a	khək		
6162	257	桑柔	257.15	1	民之回遹	民之回遹					
6163	257	桑柔	257.15	2	職競用a[liək]力。（职部）	職競用力	力	a	liək	职部	
6164	257	桑柔	257.16	1	民之未戾	民之未戾					
6165	257	桑柔	257.16	2	職盜為寇。	職盜為寇					
6166	257	桑柔	257.16	1	涼曰不a[khai]可	涼曰不可	可	a	khai		
6167	257	桑柔	257.16	2	覆背善a[liai]詈。	覆背善詈	詈	a	liai		
6168	257	桑柔	257.16	1	雖曰匪予	雖曰匪予					
6169	257	桑柔	257.16	2	既作爾a[kai]歌。（歌部）	既作爾歌	歌	a	kai	歌部	
6170	258	雲漢	258.1	1	倬彼雲漢	倬彼雲漢					
6171	258	雲漢	258.1	2	昭回于a[thyen]天。	昭回于天	天	a	thyen		
6172	258	雲漢	258.1	1	王曰於乎	王曰於乎					
6173	258	雲漢	258.1	2	何辜今之a[njien]人。	何辜今之人	人	a	njien		
6174	258	雲漢	258.1	1	天降喪亂	天降喪亂					
6175	258	雲漢	258.1	2	饑饉薦a[tzhen]臻。（真部）	饑饉薦臻	臻	a	tzhen	真部	
6176	258	雲漢	258.1	1	靡神不舉	靡神不舉					
6177	258	雲漢	258.1	2	靡愛斯b[sheng]牲。	靡愛斯牲	牲	b	sheng		
6178	258	雲漢	258.1	1	圭璧既卒	圭璧既卒					
6179	258	雲漢	258.1	2	寧莫我b[thyeng]聽。（耕部）	寧莫我聽	聽	b	thyeng	耕部	
6180	258	雲漢	258.2	1	旱既大a[zjiəm]甚	旱既大甚	甚	a	zjiəm		
6181	258	雲漢	258.2	2	蘊隆蟲a[diuəm]蟲。	蘊隆蟲蟲	蟲	a	diuəm		
6182	258	雲漢	258.2	1	不殄禋祀	不殄禋祀					
6183	258	雲漢	258.2	2	自郊徂a[kiuəm]宮。	自郊徂宮	宮	a	kiuəm		
6184	258	雲漢	258.2	1	上下尊瘞	上下尊瘞					
6185	258	雲漢	258.2	2	靡神不a[tzuəm]宗。	靡神不宗	宗	a	tzuəm		
6186	258	雲漢	258.2	1	后稷不克	后稷不克					
6187	258	雲漢	258.2	2	上帝不a[liəm]臨。	上帝不臨	臨	a	liəm		
6188	258	雲漢	258.2	1	耗斁下土	耗斁下土					
